PLAY_#,ODK,DN,DIST,HASH,YARD_LN,PLAY_TYPE,RESULT,OFF_FORM,OFF_PLAY,PLAY_DIR,DEF_FRONT,COVERAGE,BLITZ,QTR,GN/LS,GAME,YARDS,UNIT,SERIES,OFF_STR,GAP,DEF_STR,KICK_YARDS,RET_YARDS,PENALTY,2_MIN,TEAM,OPP_TEAM,PASS_ZONE,PERSONNEL,MOTION,MOTION_DIR,PASSER_JERSEY,PASSER_NAME,RECEIVER_JERSEY,RECEIVER_NAME,TACKLER1_JERSEY,TACKLER1_NAME,TACKLER2_JERSEY,TACKLER2_NAME,RUSHER_JERSEY,RUSHER_NAME,KEY_PLAYER_JERSEY,KEY_PLAYER_NAME,BACKFIELD,EFF,RETURNER_JERSEY,RETURNER_NAME,KICKER_JERSEY,KICKER_NAME,RECOVERED_BY_JERSEY,RECOVERED_BY_NAME,INTERCEPTED_BY_JERSEY,INTERCEPTED_BY_NAME,OPP_RUSHER,OPP_PASSER,OPP_RECEIVER,OPP_TACKLER1,OPP_TACKLER2,OPP_RETURNER,OPP_KICKER,OPP_RECOVERED_BY,OPP_INTERCEPTED_BY,PROTECTION,TAG,NOTE,COMMENT,STR_CALL,WK_CALL,DRILL,STUNT,BALL_CARRIER,STR_ROUTES,WK_ROUTES,TE/SE,ST/WK,OPTION,SCORE,16,FIELD_/_BOUNDARY,Y/N,DUG_BACKFIELD,DUG_FORMATION,TOO/AWAY,NEAR/FAR,RUN/PASS,FORMATION_STRENGTH,FSL,SHIFT,RUN_STRENGTH,PASS_ROUTE,PASS_CHART,PASS_RESULT,SCRAMBLE,TRICK,TITLE,ROUTE,PEN_YARDS,POSITIVE,CRITICISM,OFFENSIVE_FORMATIONS
7.0,D,1.0,10.0,R,22.0,Pass,Penalty,Wyoming brown,,L,,,,1.0,-5.0,Euclid,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,D,1.0,15.0,R,27.0,Run,Rush,,,L,,,,1.0,-2.0,Euclid,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,D,2.0,17.0,L,29.0,,Timeout,DBL Slot,,,,,,1.0,0.0,Euclid,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,D,2.0,17.0,L,29.0,Pass,Complete,FLA. BLUE,,L,,,,1.0,12.0,Euclid,12.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,D,3.0,5.0,L,17.0,Run,Rush,Twins Split,,L,,,,1.0,1.0,Euclid,1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,S,,,,,,,,,,,,,1.0,,Euclid,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,D,4.0,4.0,L,16.0,Run,Rush,Wyoming brown,,L,,,,1.0,14.0,Euclid,14.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,D,1.0,2.0,L,2.0,Run,"Rush, TD",DBL TE Fl,,R,,,,1.0,2.0,Euclid,2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,K,,,M,3.0,Extra Pt. Block,Good,DBL TE,,,,,,1.0,,Euclid,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,K,,,R,-40.0,KO Rec,Return,,,,,,,1.0,,Euclid,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,O,1.0,10.0,L,-37.0,Run,Rush,Wyoming brown,,L,,,,1.0,6.0,Euclid,6.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,O,2.0,4.0,L,-43.0,Run,Rush,Wyoming brown,,R,,,,1.0,0.0,Euclid,0.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,O,3.0,4.0,R,-43.0,Run,Rush,Wyoming brown,,L,,,,1.0,11.0,Euclid,11.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,O,1.0,10.0,L,46.0,Run,Rush,Wyoming brown,,R,,,,1.0,10.0,Euclid,10.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,O,1.0,10.0,M,36.0,Run,Rush,Wyoming brown,,R,,,,1.0,1.0,Euclid,1.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,O,2.0,9.0,M,35.0,Run,Rush,Wyoming brown,,R,,,,1.0,2.0,Euclid,2.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,S,,,,,,,,,,,,,1.0,,Euclid,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,O,3.0,7.0,R,33.0,Pass,Complete,Wyoming brown,,L,,,,1.0,13.0,Euclid,13.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,O,1.0,10.0,L,20.0,Run,Rush,WISCONSIN RED,,R,,,,1.0,3.0,Euclid,3.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,O,2.0,7.0,R,17.0,Run,Rush,Wyoming brown,,L,,,,1.0,3.0,Euclid,3.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,O,3.0,4.0,M,14.0,Pass,Sack,WISCONSIN RED,,L,,,,1.0,-5.0,Euclid,-5.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,O,4.0,9.0,M,19.0,Pass,Sack,IOWA BLACK,,R,,,,1.0,-5.0,Euclid,-5.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,D,1.0,10.0,L,-24.0,Pass,Incomplete,,,R,,,,1.0,0.0,Euclid,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,D,2.0,10.0,L,-24.0,Run,Rush,FLA. BLUE TIGHT,,R,,,,1.0,2.0,Euclid,2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,D,3.0,8.0,M,-26.0,Pass,Sack,OREGON GREEN,,R,,,,1.0,14.0,Euclid,14.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,D,1.0,10.0,R,-40.0,Pass,Sack,Wyoming brown,,L,,,,1.0,-7.0,Euclid,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,D,2.0,17.0,M,-33.0,Pass,Scramble,Wyoming brown,,L,,,,1.0,6.0,Euclid,6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,D,3.0,11.0,L,-39.0,Pass,Complete,FLA. BLUE,,R,,,,1.0,11.0,Euclid,11.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,D,1.0,10.0,R,50.0,Run,Rush,OREGON GREEN,,L,,,,2.0,-6.0,Euclid,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,D,2.0,16.0,L,-44.0,Pass,Incomplete,,,R,,,,2.0,0.0,Euclid,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,D,3.0,16.0,M,-44.0,Pass,Incomplete,FLA. BLUE,,R,,,,2.0,0.0,Euclid,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,S,,,,,,,,,,,,,2.0,,Euclid,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,K,4.0,16.0,M,-44.0,Punt Rec,Downed,,,,,,,2.0,,Euclid,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,S,,,,,,,,,,,,,2.0,,Euclid,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,O,1.0,10.0,M,-22.0,Pass,Complete,Wyoming brown,,L,,,,2.0,6.0,Euclid,6.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,O,2.0,4.0,L,-28.0,Run,Rush,Wyoming brown,,L,,,,2.0,6.0,Euclid,6.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,O,1.0,10.0,L,-34.0,Run,Rush,Wyoming brown,,R,,,,2.0,5.0,Euclid,5.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,O,2.0,5.0,M,-39.0,Run,Rush,Wyoming brown,,L,,,,2.0,5.0,Euclid,5.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,O,1.0,10.0,L,-44.0,Run,Rush,Wyoming brown,,R,,,,2.0,0.0,Euclid,0.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,O,2.0,10.0,M,-44.0,Run,Rush,Wyoming brown,,L,,,,2.0,13.0,Euclid,13.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,O,1.0,10.0,M,43.0,Pass,Incomplete,Wyoming brown,,L,,,,2.0,0.0,Euclid,0.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,O,2.0,10.0,L,43.0,,Timeout,,,,,,,2.0,0.0,Euclid,0.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,O,2.0,10.0,L,43.0,Run,Rush,Wyoming brown,,R,,,,2.0,-4.0,Euclid,-4.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,O,3.0,14.0,R,47.0,Run,Rush,Wyoming brown,,L,,,,2.0,12.0,Euclid,12.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,O,4.0,2.0,L,35.0,,Penalty,,,,,,,2.0,-5.0,Euclid,-5.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,O,4.0,10.0,L,40.0,Pass,Incomplete,IOWA BLACK,,L,,,,2.0,0.0,Euclid,0.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,D,1.0,10.0,R,-40.0,Pass,Sack,Wyoming brown,,R,,,,2.0,-14.0,Euclid,-14.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,D,2.0,24.0,R,-26.0,Run,Rush,FLA. BLUE TIGHT,,L,,,,2.0,5.0,Euclid,5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,D,3.0,19.0,L,-31.0,Run,Rush,WISCONSIN RED,,R,,,,2.0,10.0,Euclid,10.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,K,4.0,9.0,M,-41.0,Punt Rec,Downed,,,,,,,2.0,,Euclid,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,O,1.0,10.0,L,-4.0,Run,Rush,Wyoming brown,,R,,,,2.0,2.0,Euclid,2.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,O,2.0,8.0,M,-6.0,Run,Rush,WISCONSIN RED,,R,,,,2.0,8.0,Euclid,8.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,O,1.0,10.0,M,-14.0,Pass,Complete,Wyoming brown,,R,,,,2.0,12.0,Euclid,12.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,O,1.0,10.0,R,-26.0,Pass,Incomplete,IOWA BLACK,,R,,,,2.0,0.0,Euclid,0.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,O,2.0,10.0,R,-26.0,Run,Rush,FLA. BLUE,,L,,,,2.0,3.0,Euclid,3.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,O,3.0,7.0,M,-29.0,Pass,Sack,FLA. BLUE,,L,,,,2.0,0.0,Euclid,0.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,K,4.0,7.0,L,-29.0,Punt,Return,DBL Slot,,,,,,2.0,,Euclid,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,D,1.0,10.0,R,43.0,Pass,Incomplete,FLA. BLUE TIGHT,,L,,,,2.0,0.0,Euclid,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,D,2.0,10.0,R,43.0,Run,Rush,,,L,,,,2.0,1.0,Euclid,1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,D,3.0,9.0,L,42.0,Pass,Sack,FLA. BLUE,,R,,,,2.0,0.0,Euclid,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,K,4.0,9.0,M,42.0,Punt Rec,Downed,,,,,,,2.0,,Euclid,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,O,1.0,10.0,M,3.0,,Timeout,,,,,,,2.0,0.0,Euclid,0.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,O,1.0,10.0,M,3.0,Run,Rush,Wyoming brown,,R,,,,2.0,-3.0,Euclid,-3.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,S,,,,,,,,,,,,,2.0,,Euclid,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,S,,,,,,,,,,,,,2.0,,Euclid,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,S,,,,,,,,,,,,,2.0,,Euclid,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,S,,,,,,,,,,,,,2.0,,Euclid,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,S,,,,,,,,,,,,,2.0,,Euclid,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,S,,,,,,,,,,,,,2.0,,Euclid,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,S,,,,,,,,,,,,,2.0,,Euclid,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,S,,,,,,,,,,,,,2.0,,Euclid,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.0,S,,,,,,,,,,,,,2.0,,Euclid,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,K,,,R,-40.0,KO Rec,Return,,,,,,,3.0,,Euclid,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,O,1.0,10.0,R,-42.0,Pass,Incomplete,Wyoming brown,,R,,,,3.0,0.0,Euclid,0.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,S,,,,,,,Twins Split,,,,,,3.0,,Euclid,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,O,2.0,10.0,R,-42.0,Run,Rush,Twins Split,,R,,,,3.0,3.0,Euclid,3.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,O,3.0,7.0,R,-45.0,Run,Rush,,,L,,,,3.0,-10.0,Euclid,-10.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.0,K,4.0,17.0,M,-35.0,Punt,Downed,DBL Slot,,,,,,3.0,,Euclid,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,D,1.0,10.0,L,-45.0,Run,Rush,,,L,,,,3.0,12.0,Euclid,12.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.0,D,1.0,10.0,L,43.0,Run,Rush,,,L,,,,3.0,2.0,Euclid,2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,D,2.0,8.0,L,41.0,Pass,Complete,,,R,,,,3.0,6.0,Euclid,6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,D,3.0,2.0,R,35.0,Run,Rush,,,L,,,,3.0,0.0,Euclid,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,D,4.0,2.0,M,35.0,Run,Rush,DBL TE Fl,,R,,,,3.0,1.0,Euclid,1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,O,1.0,10.0,L,-34.0,Run,Rush,WISCONSIN RED,,R,,,,3.0,1.0,Euclid,1.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,O,2.0,9.0,M,-35.0,Pass,Incomplete,Wyoming brown,,L,,,,3.0,0.0,Euclid,0.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,O,3.0,9.0,M,-35.0,Pass,Complete,IOWA BLACK,,R,,,,3.0,11.0,Euclid,11.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,O,1.0,10.0,R,-46.0,Pass,Complete,Twins Split,,L,,,,3.0,7.0,Euclid,7.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,O,2.0,3.0,L,47.0,Run,Rush,Wyoming brown,,L,,,,3.0,13.0,Euclid,13.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,O,1.0,10.0,L,34.0,Pass,Complete,Wyoming brown,,R,,,,3.0,7.0,Euclid,7.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,O,2.0,3.0,R,27.0,Run,Rush,Twins Split,,R,,,,3.0,-3.0,Euclid,-3.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,O,3.0,6.0,R,30.0,Pass,Incomplete,Wyoming brown,,L,,,,3.0,0.0,Euclid,0.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,S,,,,,,,,,,,,,3.0,,Euclid,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,O,2.0,14.0,R,19.0,Pass,Complete,FLA. BLUE,,L,,,,3.0,-3.0,Euclid,-3.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,O,3.0,17.0,L,22.0,Pass,Complete,FLA. BLUE,,R,,,,3.0,7.0,Euclid,7.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
