PLAY_#,ODK,DN,DIST,HASH,YARD_LN,PLAY_TYPE,RESULT,OFF_FORM,OFF_PLAY,PLAY_DIR,DEF_FRONT,COVERAGE,BLITZ,QTR,GN/LS,GAME,YARDS,UNIT,SERIES,OFF_STR,GAP,DEF_STR,KICK_YARDS,RET_YARDS,PENALTY,2_MIN,TEAM,OPP_TEAM,PASS_ZONE,PERSONNEL,MOTION,MOTION_DIR,PASSER_JERSEY,PASSER_NAME,RECEIVER_JERSEY,RECEIVER_NAME,TACKLER1_JERSEY,TACKLER1_NAME,TACKLER2_JERSEY,TACKLER2_NAME,RUSHER_JERSEY,RUSHER_NAME,KEY_PLAYER_JERSEY,KEY_PLAYER_NAME,BACKFIELD,EFF,RETURNER_JERSEY,RETURNER_NAME,KICKER_JERSEY,KICKER_NAME,RECOVERED_BY_JERSEY,RECOVERED_BY_NAME,INTERCEPTED_BY_JERSEY,INTERCEPTED_BY_NAME,OPP_RUSHER,OPP_PASSER,OPP_RECEIVER,OPP_TACKLER1,OPP_TACKLER2,OPP_RETURNER,OPP_KICKER,OPP_RECOVERED_BY,OPP_INTERCEPTED_BY,PROTECTION,TAG,NOTE,COMMENT,STR_CALL,WK_CALL,DRILL,STUNT,BALL_CARRIER,STR_ROUTES,WK_ROUTES,TE/SE,ST/WK,OPTION,SCORE,16,FIELD_/_BOUNDARY,Y/N,DUG_BACKFIELD,DUG_FORMATION,TOO/AWAY,NEAR/FAR,RUN/PASS,FORMATION_STRENGTH,FSL,SHIFT,RUN_STRENGTH,PASS_ROUTE,PASS_CHART,PASS_RESULT,SCRAMBLE,TRICK,TITLE,ROUTE,PEN_YARDS,POSITIVE,CRITICISM,OFFENSIVE_FORMATIONS
88.0,K,,,M,-40.0,KO,Return,,,,,,,3.0,,Erie,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,D,1.0,10.0,R,-37.0,Pass,Incomplete,IOWA BLACK,,R,,,,3.0,0.0,Erie,0.0,D,6.0,BAL,,,,,,,,,,,,L,,,,,,,,,,,,,,Y,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,D,2.0,10.0,M,-37.0,Run,Rush,IOWA BLACK STACK,,R,,,,3.0,0.0,Erie,0.0,D,6.0,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,D,3.0,10.0,R,-37.0,Pass,Incomplete,FLA. BLUE,,R,,,,3.0,0.0,Erie,0.0,D,6.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,K,4.0,10.0,R,-37.0,Punt Rec,Downed,,,,,,,3.0,,Erie,0.0,K,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,O,1.0,10.0,L,-34.0,Run,Rush,FLA. BLUE,,L,,,,3.0,-2.0,Erie,-2.0,O,6.0,R,,,,,,,,,,,,,,,,,,,,,8,Jayvyn Gilchrist,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,O,2.0,12.0,L,-32.0,Pass,Incomplete,FLA. BLUE,,L,,,,3.0,0.0,Erie,0.0,O,6.0,R,,,,,,,,,,,,,8.0,Jayvyn Gilchrist,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,O,3.0,12.0,L,-32.0,Run,Rush,FLA. BLUE,,R,,,,3.0,4.0,Erie,4.0,O,6.0,R,,,,,,,,,,,,,,,,,,,,,8,Jayvyn Gilchrist,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,K,4.0,8.0,L,-36.0,Punt,Downed,DBL Slot,,,,,,3.0,,Erie,0.0,K,6.0,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,D,1.0,10.0,R,-17.0,Pass,Complete,,,L,,,,3.0,-9.0,Erie,-9.0,D,7.0,,,,,,,,,,,,,L,,,,,,,,,,,,,,Y,,,,,,,,,,2.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,S,,,,,,,,,,,,,3.0,,Erie,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,D,2.0,19.0,L,-8.0,Pass,Incomplete,IOWA BLACK,,L,,,,3.0,0.0,Erie,0.0,D,7.0,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,S,,,,,,,,,,,,,3.0,,Erie,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,D,3.0,19.0,L,-8.0,Run,Rush,,,R,,,,3.0,12.0,Erie,12.0,D,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.0,K,4.0,7.0,R,-20.0,Punt Rec,Return,,,,,,,3.0,,Erie,0.0,K,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.0,S,,,,,,,,,,,,,3.0,,Erie,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.0,O,1.0,10.0,R,10.0,Run,"Rush, TD",FLA. BLUE,,R,,,,3.0,10.0,Erie,10.0,O,7.0,L,,,,,,,,,,,,,,,,,,,,,20,Aiden O'Neal,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.0,K,,,M,3.0,Extra Pt.,Good,,,,,,,3.0,,Erie,0.0,K,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.0,K,,,M,-40.0,KO,Return,TEXAS BROWN,,,,,,3.0,,Erie,0.0,K,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,D,1.0,10.0,L,-36.0,Run,Rush,DBL Slot,,R,,,,3.0,-5.0,Erie,-5.0,D,8.0,BAL,,,,,,,,,,,,R,,,,,,,,,,,,,,Y,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.0,D,2.0,15.0,M,-31.0,Pass,Complete,IOWA BLACK,,L,,,,4.0,-1.0,Erie,-1.0,D,8.0,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0,D,3.0,16.0,L,-30.0,Run,Rush,FLA. BLUE,,R,,,,4.0,-1.0,Erie,-1.0,D,8.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,K,4.0,17.0,R,-29.0,Fake Punt,Rush,IOWA BLACK,,L,,,,4.0,,Erie,0.0,K,8.0,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.0,O,1.0,10.0,L,19.0,Run,Rush,Twins Split,,L,,,,4.0,0.0,Erie,0.0,O,8.0,R,,,,,,,,,,,,,,,,,,,,,8,Jayvyn Gilchrist,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.0,O,2.0,10.0,L,19.0,Run,Rush,Twins Split,,L,,,,4.0,3.0,Erie,3.0,O,8.0,R,,,,,,,,,,,,,,,,,,,,,20,Aiden O'Neal,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113.0,O,3.0,7.0,L,16.0,Run,"Rush, TD",Wyoming brown,,R,,,,4.0,16.0,Erie,16.0,O,8.0,R,,,,,,,,,,,,L,,,,,,,,,8,Jayvyn Gilchrist,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.0,K,,,M,3.0,Extra Pt.,Good,,,,,,,4.0,,Erie,0.0,K,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,K,,,M,-40.0,KO,Return,,,,,,,4.0,,Erie,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116.0,D,1.0,10.0,M,-25.0,Run,Rush,UTAH RED,,L,,,,4.0,0.0,Erie,0.0,D,9.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,D,2.0,10.0,M,-25.0,Pass,Incomplete,FLA. BLUE,,R,,,,4.0,0.0,Erie,0.0,D,9.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.0,D,3.0,10.0,M,-25.0,Pass,Complete,FLA. BLUE,,L,,,,4.0,13.0,Erie,13.0,D,9.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.0,D,1.0,10.0,L,-38.0,Run,Penalty,,,R,,,,4.0,-16.0,Erie,-16.0,D,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,D,1.0,26.0,R,-22.0,Run,Rush,,,L,,,,4.0,4.0,Erie,4.0,D,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,D,2.0,22.0,R,-26.0,Pass,Complete,TEXAS BROWN,,L,,,,4.0,4.0,Erie,4.0,D,9.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,D,3.0,18.0,L,-30.0,Pass,Incomplete,TEXAS BROWN,,L,,,,4.0,0.0,Erie,0.0,D,9.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,D,4.0,18.0,L,-30.0,Pass,Incomplete,FLA. BLUE,,L,,,,4.0,0.0,Erie,0.0,D,9.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,O,1.0,10.0,R,30.0,Run,Rush,Twins Split,,R,,,,4.0,21.0,Erie,21.0,O,9.0,L,,,,,,,,,,,,,,,,,,,,,20,Aiden O'Neal,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,O,1.0,9.0,R,9.0,Run,Rush,Twins Split,,R,,,,4.0,3.0,Erie,3.0,O,9.0,L,,,,,,,,,,,,,,,,,,,,,32,Jayce williams,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,O,2.0,6.0,R,6.0,Run,"Rush, TD",Twins Split,,L,,,,4.0,6.0,Erie,6.0,O,9.0,R,,,,,,,,,,,,,,,,,,,,,8,Jayvyn Gilchrist,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,S,,,,,,,,,,,,,4.0,,Erie,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,K,,,M,3.0,Extra Pt.,Good,,,,,,,4.0,,Erie,0.0,K,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,K,,,M,-40.0,KO,Return,,,,,,,4.0,,Erie,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,D,1.0,10.0,M,-40.0,Pass,Complete,IOWA BLACK,,L,,,,4.0,6.0,Erie,6.0,D,10.0,BAL,,,,,,,,,,,,L,,,,,,,,,,,,,,N,,,,,,,,,,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,D,2.0,4.0,L,-46.0,Pass,Complete,IOWA BLACK,,R,,,,4.0,8.0,Erie,8.0,D,10.0,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0,D,1.0,10.0,R,46.0,Pass,Sack,FLA. BLUE,,L,,,,4.0,-1.0,Erie,-1.0,D,10.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.0,D,2.0,11.0,R,47.0,Pass,Complete,FLA. BLUE,,L,,,,4.0,2.0,Erie,2.0,D,10.0,L,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134.0,D,3.0,9.0,L,45.0,Pass,Complete,IOWA BLACK,,R,,,,4.0,15.0,Erie,15.0,D,10.0,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,2.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.0,D,1.0,10.0,L,30.0,Pass,Complete,IOWA BLACK,,L,,,,4.0,1.0,Erie,1.0,D,10.0,BAL,,,,,,,,,,,,L,,,,,,,,,,,,,,Y,,,,,,,,,,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.0,D,2.0,9.0,L,29.0,Pass,Incomplete,FLA. BLUE,,L,,,,4.0,0.0,Erie,0.0,D,10.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.0,D,3.0,9.0,L,29.0,Pass,Incomplete,FLA. BLUE,,R,,,,4.0,0.0,Erie,0.0,D,10.0,R,,,,,,,,,,,,L,,,,,,,,,,,,,,Y,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.0,D,4.0,9.0,L,29.0,Pass,Incomplete,TEXAS BROWN,,R,,,,4.0,0.0,Erie,0.0,D,10.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,O,1.0,10.0,M,-35.0,Run,Rush,Wyoming brown,,L,,,,1.0,-1.0,Shaker with Hudl asst,-1.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,O,1.0,10.0,L,-34.0,Run,Rush,WISCONSIN RED,,L,,,,1.0,3.0,Shaker with Hudl asst,3.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,O,2.0,7.0,L,-37.0,Pass,Complete,IOWA BLACK,,R,,,,1.0,7.0,Shaker with Hudl asst,7.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,O,1.0,10.0,R,-44.0,Pass,Interception,IOWA BLACK,,R,,,,1.0,,Shaker with Hudl asst,0.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,D,1.0,10.0,R,36.0,Run,Rush,FLA. BLUE TIGHT,,R,,,,1.0,-1.0,Shaker with Hudl asst,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,D,2.0,11.0,R,37.0,Run,Rush,FLA. BLUE TIGHT,,R,,,,1.0,5.0,Shaker with Hudl asst,5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,D,3.0,6.0,R,32.0,Pass,Incomplete,IOWA BLACK,,R,,,,1.0,0.0,Shaker with Hudl asst,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,D,4.0,6.0,R,32.0,Pass,Incomplete,IOWA BLACK,,L,,,,1.0,0.0,Shaker with Hudl asst,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,O,1.0,10.0,L,-32.0,Run,Rush,WISCONSIN RED,,R,,,,1.0,1.0,Shaker with Hudl asst,1.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,O,2.0,9.0,R,-33.0,Run,Rush,WISCONSIN RED,,L,,,,1.0,1.0,Shaker with Hudl asst,1.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,O,3.0,8.0,R,-34.0,Pass,Incomplete,IOWA BLACK,,R,,,,1.0,0.0,Shaker with Hudl asst,0.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,S,,,,,,,,,,,,,1.0,,Shaker with Hudl asst,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,S,,,,,,,,,,,,,1.0,,Shaker with Hudl asst,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,K,4.0,8.0,R,-34.0,Punt,Downed,WISCONSIN RED,,,,,,1.0,,Shaker with Hudl asst,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,D,1.0,10.0,R,-38.0,Run,Rush,OREGON GREEN,,L,,,,1.0,10.0,Shaker with Hudl asst,10.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,D,1.0,10.0,L,-48.0,Pass,Incomplete,FLA. BLUE,,L,,,,1.0,0.0,Shaker with Hudl asst,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,D,2.0,10.0,L,-48.0,Pass,Penalty,Wyoming brown,,R,,,,1.0,10.0,Shaker with Hudl asst,10.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,D,1.0,10.0,L,42.0,Run,Rush,FLA. BLUE TIGHT,,L,,,,1.0,3.0,Shaker with Hudl asst,3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,D,2.0,7.0,L,39.0,Run,Rush,,,R,,,,1.0,-1.0,Shaker with Hudl asst,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,D,3.0,8.0,R,40.0,Pass,Incomplete,Wyoming brown,,R,,,,1.0,0.0,Shaker with Hudl asst,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,D,4.0,8.0,R,40.0,Run,Rush,WISCONSIN RED,,R,,,,1.0,5.0,Shaker with Hudl asst,5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,O,1.0,10.0,L,-35.0,Run,Rush,Wyoming brown,,R,,,,1.0,-6.0,Shaker with Hudl asst,-6.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,O,2.0,16.0,M,-29.0,Run,Rush,IOWA BLACK,,R,,,,1.0,2.0,Shaker with Hudl asst,2.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,O,3.0,14.0,L,-31.0,Pass,Incomplete,IOWA BLACK,,L,,,,2.0,0.0,Shaker with Hudl asst,0.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,K,4.0,14.0,L,-31.0,Punt,Downed,,,,,,,2.0,,Shaker with Hudl asst,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,D,1.0,10.0,R,45.0,Pass,Penalty,IOWA BLACK,,L,,,,2.0,-5.0,Shaker with Hudl asst,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,D,1.0,15.0,R,50.0,Run,Rush,OREGON GREEN,,L,,,,2.0,-1.0,Shaker with Hudl asst,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,D,2.0,16.0,M,-49.0,Pass,Incomplete,WISCONSIN RED,,L,,,,2.0,0.0,Shaker with Hudl asst,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,D,3.0,16.0,L,-49.0,Pass,Complete,,,L,,,,2.0,7.0,Shaker with Hudl asst,7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,D,4.0,9.0,L,44.0,Pass,Incomplete,IOWA BLACK,,L,,,,2.0,0.0,Shaker with Hudl asst,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,O,1.0,10.0,R,-44.0,Run,Rush,Wyoming brown,,L,,,,2.0,-5.0,Shaker with Hudl asst,-5.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,O,2.0,15.0,R,-39.0,Run,Rush,WISCONSIN RED,,L,,,,2.0,2.0,Shaker with Hudl asst,2.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,O,3.0,13.0,L,-41.0,Run,"Fumble, Def TD",IOWA BLACK,,R,,,,2.0,0.0,Shaker with Hudl asst,0.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,K,,,M,3.0,Extra Pt. Block,Penalty,,,,,,,2.0,,Shaker with Hudl asst,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,K,,,M,1.0,Extra Pt. Block,Penalty,,,,,,,2.0,,Shaker with Hudl asst,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,K,,,M,1.0,Extra Pt. Block,Good,,,,,,,2.0,,Shaker with Hudl asst,0.0,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
