clip_file,track_id,jersey_number,player_name,team_name,inferred_position,alignment,depth_from_los,in_box,on_line,first_step_sec,first_step_grade,penetration_depth,lateral_movement,defensive_grade
End Zone - Clip 048.mp4,20244,,,DEFENSE,EDGE,OLB (up),0.035,True,False,0.167,Elite,,,Elite
End Zone - Clip 048.mp4,20255,,,DEFENSE,S,Deep half,0.229,True,False,0.067,Elite,,0.144,Elite
End Zone - Clip 048.mp4,20261,,,DEFENSE,LB,SAM (strong),0.041,True,False,0.033,Elite,,,Elite
End Zone - Clip 049.mp4,20629,,,DEFENSE,S,Deep half,0.224,False,False,0.067,Elite,,0.097,Elite
End Zone - Clip 049.mp4,20642,,,DEFENSE,EDGE,DE (down),0.126,False,False,0.033,Elite,,,Elite
End Zone - Clip 049.mp4,20800,,,DEFENSE,S,Strong Safety,0.250,True,False,0.067,Elite,,0.198,Elite
End Zone - Clip 049.mp4,20823,,,DEFENSE,EDGE,DE (down),0.169,False,False,0.033,Elite,,,Elite
End Zone - Clip 049.mp4,20850,,,DEFENSE,CB,Deep,0.387,False,False,0.100,Elite,,0.006,Elite
End Zone - Clip 049.mp4,20852,,,DEFENSE,DL,5-tech,0.166,True,False,0.033,Elite,,,Elite
End Zone - Clip 049.mp4,20859,,,DEFENSE,EDGE,DE (down),0.186,False,False,0.067,Elite,,,Elite
End Zone - Clip 049.mp4,20868,,,DEFENSE,EDGE,DE (down),0.161,False,False,0.033,Elite,,,Elite
End Zone - Clip 049.mp4,20878,,,DEFENSE,EDGE,DE (down),0.171,False,False,,,,,Average
End Zone - Clip 049.mp4,20880,,,DEFENSE,EDGE,DE (down),0.189,True,False,0.100,Elite,,,Elite
End Zone - Clip 050.mp4,21179,,,DEFENSE,CB,Deep,0.328,False,False,0.567,Below Average,,0.002,Below Average
End Zone - Clip 050.mp4,21188,,,DEFENSE,LB,WILL (weak),0.097,True,False,0.300,Above Average,,,Above Average
End Zone - Clip 050.mp4,21221,,,DEFENSE,LB,SAM (strong),0.117,True,False,0.033,Elite,,,Elite
End Zone - Clip 050.mp4,21231,,,DEFENSE,LB,MIKE (middle),0.113,True,False,0.200,Elite,,,Elite
End Zone - Clip 050.mp4,21237,,,DEFENSE,LB,SAM (strong),0.114,True,False,,,,,Average
End Zone - Clip 050.mp4,21240,,,DEFENSE,LB,SAM (strong),0.091,True,False,0.133,Elite,,,Elite
End Zone - Clip 050.mp4,21248,,,DEFENSE,LB,WILL (weak),0.103,True,False,0.200,Elite,,,Elite
End Zone - Clip 050.mp4,21251,,,DEFENSE,LB,SAM (strong),0.098,True,False,0.367,Average,,,Average
End Zone - Clip 050.mp4,21253,,,DEFENSE,LB,WILL (weak),0.103,True,False,0.033,Elite,,,Elite
End Zone - Clip 051.mp4,21440,,,DEFENSE,CB,Off (5-7 yards),0.135,False,False,,,,,Average
End Zone - Clip 051.mp4,21506,,,DEFENSE,LB,WILL (weak),0.067,True,False,0.200,Elite,,,Elite
End Zone - Clip 051.mp4,21507,,,DEFENSE,LB,SAM (strong),0.106,True,False,0.033,Elite,,,Elite
End Zone - Clip 052.mp4,21732,,,DEFENSE,CB,Deep,0.165,False,False,,,,,Average
End Zone - Clip 052.mp4,21729,,,DEFENSE,S,Free Safety (centerfield),0.209,True,False,,,,,Average
End Zone - Clip 052.mp4,21734,,,DEFENSE,LB,WILL (weak),0.135,True,False,0.033,Elite,,,Elite
End Zone - Clip 052.mp4,21738,,,DEFENSE,LB,WILL (weak),0.097,True,False,0.067,Elite,,,Elite
End Zone - Clip 052.mp4,21740,,,DEFENSE,LB,WILL (weak),0.129,True,False,0.200,Elite,,,Elite
End Zone - Clip 052.mp4,21751,,,DEFENSE,LB,WILL (weak),0.134,True,False,0.234,Elite,,,Elite
End Zone - Clip 052.mp4,21785,,,DEFENSE,LB,MIKE (middle),0.129,True,False,0.434,Average,,,Average
End Zone - Clip 052.mp4,21802,,,DEFENSE,LB,SAM (strong),0.106,True,False,0.667,Developmental,,,Below Average
End Zone - Clip 053.mp4,21974,,,DEFENSE,DL,5-tech,0.015,True,True,0.200,Above Average,0.211,,Elite
End Zone - Clip 053.mp4,21991,,,DEFENSE,UNKNOWN,,0.157,True,False,0.067,Elite,,,Elite
End Zone - Clip 053.mp4,21997,,,DEFENSE,LB,WILL (weak),0.099,True,False,0.067,Elite,,,Elite
End Zone - Clip 053.mp4,22021,,,DEFENSE,DL,3-tech,0.079,True,False,0.234,Above Average,,,Above Average
End Zone - Clip 053.mp4,22072,,,DEFENSE,LB,SAM (strong),0.053,True,False,0.067,Elite,,,Elite
End Zone - Clip 054.mp4,22160,,,DEFENSE,CB,Off (5-7 yards),0.126,False,False,0.167,Elite,,0.028,Elite
End Zone - Clip 054.mp4,22162,,,DEFENSE,S,Deep half,0.295,False,False,0.033,Elite,,0.018,Elite
End Zone - Clip 054.mp4,22164,,,DEFENSE,UNKNOWN,,0.193,True,False,,,,,Average
End Zone - Clip 054.mp4,22170,,,DEFENSE,LB,MIKE (middle),0.087,True,False,0.033,Elite,,,Elite
End Zone - Clip 054.mp4,22200,,,DEFENSE,CB,Off (5-7 yards),0.122,False,False,0.133,Elite,,0.046,Elite
End Zone - Clip 054.mp4,22221,,,DEFENSE,LB,WILL (weak),0.090,True,False,0.234,Elite,,,Elite
End Zone - Clip 055.mp4,22597,,,DEFENSE,EDGE,DE (down),0.020,True,True,,,,,Average
End Zone - Clip 055.mp4,22605,,,DEFENSE,S,Strong Safety,0.284,True,False,,,,,Average
End Zone - Clip 056.mp4,22758,,,DEFENSE,LB,SAM (strong),0.059,True,False,0.267,Above Average,,,Above Average
End Zone - Clip 056.mp4,22844,,,DEFENSE,LB,WILL (weak),0.145,True,False,,,,,Average
End Zone - Clip 056.mp4,22933,,,DEFENSE,CB,Deep,0.279,False,False,,,,0.005,Average
End Zone - Clip 056.mp4,22934,,,DEFENSE,SLOT,Nickel/Slot,0.057,False,False,,,,0.006,Average
End Zone - Clip 056.mp4,22956,,,DEFENSE,LB,MIKE (middle),0.039,True,False,0.267,Above Average,,,Above Average
End Zone - Clip 056.mp4,22990,,,DEFENSE,DL,3-tech,0.004,True,True,,,,,Average
End Zone - Clip 056.mp4,23020,,,DEFENSE,EDGE,DE (down),0.026,False,True,0.033,Elite,,,Elite
End Zone - Clip 057.mp4,23601,,,DEFENSE,LB,SAM (strong),0.122,True,False,0.033,Elite,,,Elite
End Zone - Clip 057.mp4,23625,,,DEFENSE,EDGE,DE (down),0.080,False,False,0.100,Elite,,,Elite
End Zone - Clip 057.mp4,23631,,,DEFENSE,EDGE,DE (down),0.013,True,True,0.033,Elite,,,Elite
End Zone - Clip 057.mp4,23649,,,DEFENSE,EDGE,DE (down),0.056,True,False,0.267,Above Average,0.044,,Above Average
End Zone - Clip 057.mp4,23662,,,DEFENSE,DL,5-tech,0.084,True,False,0.234,Above Average,,,Above Average
End Zone - Clip 058.mp4,23787,,,DEFENSE,CB,Press,0.059,False,False,,,,0.007,Average
End Zone - Clip 058.mp4,23831,,,DEFENSE,EDGE,OLB (up),0.034,False,False,0.567,Developmental,,,Below Average
End Zone - Clip 058.mp4,23869,,,DEFENSE,EDGE,DE (down),0.025,True,True,0.067,Elite,,,Elite
End Zone - Clip 058.mp4,23879,,,DEFENSE,LB,SAM (strong),0.081,True,False,,,,,Average
End Zone - Clip 059.mp4,23987,,,DEFENSE,EDGE,DE (down),0.015,False,True,0.033,Elite,,,Elite
End Zone - Clip 059.mp4,23986,,,DEFENSE,CB,Deep,0.383,False,False,0.067,Elite,,0.081,Elite
End Zone - Clip 059.mp4,23990,,,DEFENSE,LB,SAM (strong),0.063,True,False,0.100,Elite,,,Elite
End Zone - Clip 059.mp4,23992,,,DEFENSE,LB,WILL (weak),0.056,True,False,0.067,Elite,,,Elite
End Zone - Clip 060.mp4,24501,,,DEFENSE,LB,WILL (weak),0.065,True,False,0.667,Developmental,,,Below Average
End Zone - Clip 060.mp4,24503,,,DEFENSE,LB,SAM (strong),0.075,True,False,,,,,Average
End Zone - Clip 060.mp4,24504,,,DEFENSE,CB,Deep,0.201,False,False,,,,,Average
End Zone - Clip 060.mp4,24538,,,DEFENSE,DL,5-tech,0.008,True,True,0.133,Elite,,,Elite
End Zone - Clip 060.mp4,24552,,,DEFENSE,CB,Press,0.062,False,False,,,,,Average
End Zone - Clip 060.mp4,24555,,,DEFENSE,CB,Deep,0.384,False,False,,,,,Average
End Zone - Clip 060.mp4,24567,,,DEFENSE,DL,5-tech,0.004,True,True,0.133,Elite,,,Elite
End Zone - Clip 061.mp4,24827,,,DEFENSE,S,Strong Safety,0.335,True,False,0.367,Average,,0.045,Average
End Zone - Clip 061.mp4,24879,,,DEFENSE,CB,Off (5-7 yards),0.091,False,False,0.167,Elite,,0.104,Elite
End Zone - Clip 061.mp4,24900,,,DEFENSE,SLOT,Nickel/Slot,0.107,False,False,0.634,Below Average,,0.283,Average
End Zone - Clip 061.mp4,24907,,,DEFENSE,LB,SAM (strong),0.145,True,False,0.033,Elite,,,Elite
End Zone - Clip 062.mp4,25549,,,DEFENSE,CB,Press,0.076,False,False,0.033,Elite,,0.011,Elite
End Zone - Clip 063.mp4,25735,,,DEFENSE,LB,SAM (strong),0.096,True,False,0.234,Elite,,,Elite
End Zone - Clip 063.mp4,25741,,,DEFENSE,SLOT,Nickel/Slot,0.077,False,False,0.033,Elite,,0.059,Elite
End Zone - Clip 063.mp4,25773,,,DEFENSE,LB,SAM (strong),0.062,True,False,0.033,Elite,,,Elite
End Zone - Clip 063.mp4,25783,,,DEFENSE,CB,Press,0.074,False,False,0.334,Above Average,,0.015,Above Average
End Zone - Clip 063.mp4,25781,,,DEFENSE,LB,SAM (strong),0.096,True,False,0.167,Elite,,,Elite
End Zone - Clip 063.mp4,25790,,,DEFENSE,LB,MIKE (middle),0.064,True,False,0.133,Elite,,,Elite
End Zone - Clip 063.mp4,25825,,,DEFENSE,LB,SAM (strong),0.062,True,False,0.300,Above Average,,,Above Average
End Zone - Clip 063.mp4,25839,,,DEFENSE,LB,WILL (weak),0.075,True,False,0.601,Below Average,,,Below Average
End Zone - Clip 064.mp4,25980,,,DEFENSE,LB,SAM (strong),0.040,True,False,0.133,Elite,,,Elite
End Zone - Clip 064.mp4,25994,,,DEFENSE,LB,MIKE (middle),0.076,True,False,0.234,Elite,,,Elite
End Zone - Clip 064.mp4,25940,,,DEFENSE,EDGE,OLB (up),0.047,True,False,0.100,Elite,,,Elite
End Zone - Clip 064.mp4,26046,,,DEFENSE,LB,WILL (weak),0.047,True,False,0.167,Elite,,,Elite
End Zone - Clip 064.mp4,26065,,,DEFENSE,EDGE,OLB (up),0.030,False,False,0.167,Elite,,,Elite
End Zone - Clip 064.mp4,26072,,,DEFENSE,CB,Press,0.065,False,False,0.100,Elite,,0.032,Elite
End Zone - Clip 064.mp4,26152,,,DEFENSE,LB,SAM (strong),0.030,True,False,0.100,Elite,,,Elite
End Zone - Clip 064.mp4,26155,,,DEFENSE,SLOT,Nickel/Slot,0.055,False,False,0.100,Elite,,0.104,Elite
End Zone - Clip 065.mp4,26346,,,DEFENSE,LB,WILL (weak),0.087,True,False,0.067,Elite,,,Elite
End Zone - Clip 065.mp4,26321,,,DEFENSE,LB,SAM (strong),0.081,True,False,0.067,Elite,,,Elite
End Zone - Clip 065.mp4,26431,,,DEFENSE,SLOT,Nickel/Slot,0.073,False,False,0.067,Elite,,0.048,Elite
End Zone - Clip 065.mp4,26441,,,DEFENSE,LB,SAM (strong),0.086,True,False,0.067,Elite,,,Elite
End Zone - Clip 065.mp4,26446,,,DEFENSE,LB,MIKE (middle),0.108,True,False,0.133,Elite,,,Elite
End Zone - Clip 065.mp4,26447,,,DEFENSE,LB,WILL (weak),0.099,True,False,0.067,Elite,,,Elite
End Zone - Clip 065.mp4,26452,,,DEFENSE,SLOT,Nickel/Slot,0.069,False,False,0.067,Elite,,0.061,Elite
End Zone - Clip 065.mp4,26475,,,DEFENSE,LB,MIKE (middle),0.086,True,False,0.133,Elite,,,Elite
End Zone - Clip 065.mp4,26487,,,DEFENSE,EDGE,OLB (up),0.048,False,False,,,,,Average
End Zone - Clip 065.mp4,26503,,,DEFENSE,LB,SAM (strong),0.086,True,False,0.067,Elite,,,Elite
End Zone - Clip 066.mp4,26901,,,DEFENSE,DL,0-tech (Nose),0.011,True,True,0.534,Below Average,,,Below Average
End Zone - Clip 066.mp4,26908,,,DEFENSE,DL,5-tech,0.009,True,True,0.133,Elite,,,Elite
End Zone - Clip 066.mp4,26907,,,DEFENSE,DL,5-tech,0.011,True,True,0.133,Elite,0.020,,Elite
End Zone - Clip 066.mp4,26910,,,DEFENSE,EDGE,DE (down),0.011,False,True,0.167,Elite,0.033,,Elite
End Zone - Clip 066.mp4,26872,,,DEFENSE,EDGE,DE (down),0.006,False,True,0.100,Elite,,,Elite
End Zone - Clip 066.mp4,26927,,,DEFENSE,LB,SAM (strong),0.044,True,False,0.133,Elite,,,Elite
End Zone - Clip 066.mp4,26950,,,DEFENSE,EDGE,DE (down),0.017,False,True,,,,,Average
End Zone - Clip 066.mp4,27006,,,DEFENSE,EDGE,DE (down),0.013,False,True,0.133,Elite,,,Elite
End Zone - Clip 066.mp4,27023,,,DEFENSE,EDGE,DE (down),0.014,False,True,0.033,Elite,0.006,,Elite
End Zone - Clip 066.mp4,27028,,,DEFENSE,DL,5-tech,0.012,True,True,0.133,Elite,0.010,,Elite
End Zone - Clip 067.mp4,27234,,,DEFENSE,DL,1-tech,0.056,True,False,0.767,Developmental,,,Below Average
End Zone - Clip 067.mp4,27281,,,DEFENSE,EDGE,DE (down),0.040,True,False,0.734,Developmental,,,Below Average
End Zone - Clip 067.mp4,27320,,,DEFENSE,DL,5-tech,0.058,True,False,0.167,Elite,,,Elite
End Zone - Clip 067.mp4,27401,,,DEFENSE,EDGE,DE (down),0.056,False,False,0.767,Developmental,0.037,,Below Average
End Zone - Clip 067.mp4,27417,,,DEFENSE,EDGE,DE (down),0.065,False,False,0.167,Elite,,,Elite
End Zone - Clip 068.mp4,27585,,,DEFENSE,EDGE,DE (down),0.028,False,True,,,,,Average
End Zone - Clip 068.mp4,27622,,,DEFENSE,DL,5-tech,0.018,True,True,0.100,Elite,0.064,,Elite
End Zone - Clip 068.mp4,27630,,,DEFENSE,EDGE,DE (down),0.018,False,True,,,,,Average
End Zone - Clip 068.mp4,27461,,,DEFENSE,EDGE,DE (down),0.023,True,True,0.133,Elite,,,Elite
End Zone - Clip 068.mp4,27663,,,DEFENSE,DL,0-tech (Nose),0.021,True,True,0.100,Elite,,,Elite
End Zone - Clip 068.mp4,27530,,,DEFENSE,DL,3-tech,0.033,True,False,0.133,Elite,,,Elite
End Zone - Clip 068.mp4,27713,,,DEFENSE,DL,0-tech (Nose),0.009,True,True,0.133,Elite,,,Elite
End Zone - Clip 068.mp4,27715,,,DEFENSE,DL,0-tech (Nose),0.025,True,True,0.067,Elite,0.003,,Elite
End Zone - Clip 068.mp4,27785,,,DEFENSE,EDGE,DE (down),0.029,False,True,1.235,Developmental,,,Below Average
End Zone - Clip 068.mp4,27794,,,DEFENSE,EDGE,DE (down),0.034,False,False,,,,,Average
End Zone - Clip 069.mp4,27820,,,DEFENSE,EDGE,OLB (up),0.045,True,False,0.067,Elite,,,Elite
End Zone - Clip 069.mp4,28036,,,DEFENSE,EDGE,OLB (up),0.035,True,False,0.067,Elite,,,Elite
End Zone - Clip 069.mp4,27937,,,DEFENSE,EDGE,DE (down),0.024,True,True,0.067,Elite,,,Elite
End Zone - Clip 069.mp4,28048,,,DEFENSE,LB,MIKE (middle),0.042,True,False,0.067,Elite,,,Elite
End Zone - Clip 069.mp4,28045,,,DEFENSE,LB,SAM (strong),0.038,True,False,0.067,Elite,,,Elite
End Zone - Clip 069.mp4,28062,,,DEFENSE,LB,WILL (weak),0.033,True,False,0.067,Elite,,,Elite
End Zone - Clip 069.mp4,28089,,,DEFENSE,LB,SAM (strong),0.040,True,False,0.067,Elite,,,Elite
End Zone - Clip 069.mp4,28124,,,DEFENSE,EDGE,DE (down),0.025,False,True,0.067,Elite,,,Elite
End Zone - Clip 069.mp4,28148,,,DEFENSE,DL,5-tech,0.008,True,True,0.067,Elite,,,Elite
End Zone - Clip 070.mp4,28389,,,DEFENSE,LB,SAM (strong),0.134,True,False,0.133,Elite,,,Elite
End Zone - Clip 070.mp4,28400,,,DEFENSE,SLOT,Nickel/Slot,0.131,False,False,0.033,Elite,,0.046,Elite
End Zone - Clip 070.mp4,28401,,,DEFENSE,CB,Off (5-7 yards),0.126,False,False,0.133,Elite,,0.014,Elite
End Zone - Clip 070.mp4,28403,,,DEFENSE,LB,MIKE (middle),0.128,True,False,0.100,Elite,,,Elite
End Zone - Clip 070.mp4,28408,,,DEFENSE,LB,MIKE (middle),0.150,True,False,0.100,Elite,,,Elite
End Zone - Clip 070.mp4,28405,,,DEFENSE,LB,WILL (weak),0.123,True,False,0.067,Elite,,,Elite
End Zone - Clip 070.mp4,28415,,,DEFENSE,LB,WILL (weak),0.129,True,False,0.234,Elite,,,Elite
End Zone - Clip 070.mp4,28453,,,DEFENSE,LB,WILL (weak),0.109,True,False,0.067,Elite,,,Elite
End Zone - Clip 070.mp4,28455,,,DEFENSE,CB,Off (5-7 yards),0.098,False,False,0.067,Elite,,0.082,Elite
End Zone - Clip 071.mp4,28645,,,DEFENSE,EDGE,DE (down),0.013,False,True,0.067,Elite,,,Elite
End Zone - Clip 071.mp4,28649,,,DEFENSE,DL,1-tech,0.105,True,False,0.033,Elite,0.149,,Elite
End Zone - Clip 071.mp4,28699,,,DEFENSE,EDGE,DE (down),0.058,True,False,0.133,Elite,0.100,,Elite
End Zone - Clip 071.mp4,28775,,,DEFENSE,DL,3-tech,0.149,True,False,0.067,Elite,0.229,,Elite
End Zone - Clip 071.mp4,28792,,,DEFENSE,DL,3-tech,0.132,True,False,0.100,Elite,0.134,,Elite
End Zone - Clip 071.mp4,28805,,,DEFENSE,EDGE,DE (down),0.090,False,False,0.067,Elite,0.132,,Elite
End Zone - Clip 072.mp4,28860,,,DEFENSE,LB,WILL (weak),0.126,True,False,,,,,Average
End Zone - Clip 072.mp4,28861,,,DEFENSE,DL,5-tech,0.031,True,False,1.268,Developmental,0.038,,Below Average
End Zone - Clip 072.mp4,28864,,,DEFENSE,EDGE,OLB (up),0.032,True,False,0.400,Below Average,,,Below Average
End Zone - Clip 073.mp4,28859,,,DEFENSE,EDGE,DE (down),0.083,False,False,,,,,Average
End Zone - Clip 073.mp4,28857,,,DEFENSE,EDGE,DE (down),0.071,True,False,0.033,Elite,0.099,,Elite
End Zone - Clip 073.mp4,28905,,,DEFENSE,LB,WILL (weak),0.110,True,False,0.033,Elite,,,Elite
End Zone - Clip 073.mp4,28906,,,DEFENSE,DL,1-tech,0.074,True,False,0.033,Elite,,,Elite
End Zone - Clip 073.mp4,28862,,,DEFENSE,DL,0-tech (Nose),0.040,True,False,1.068,Developmental,,,Below Average
End Zone - Clip 073.mp4,28939,,,DEFENSE,DL,0-tech (Nose),0.059,True,False,0.033,Elite,,,Elite
End Zone - Clip 073.mp4,28959,,,DEFENSE,DL,1-tech,0.077,True,False,0.200,Above Average,,,Above Average
End Zone - Clip 074.mp4,29008,,,DEFENSE,EDGE,DE (down),0.027,False,True,0.334,Average,,,Average
End Zone - Clip 074.mp4,29132,,,DEFENSE,DL,5-tech,0.010,True,True,0.367,Average,,,Average
End Zone - Clip 074.mp4,29202,,,DEFENSE,EDGE,DE (down),0.010,False,True,,,,,Average
End Zone - Clip 074.mp4,29212,,,DEFENSE,EDGE,DE (down),0.027,False,True,,,,,Average
End Zone - Clip 076.mp4,29710,,,DEFENSE,LB,MIKE (middle),0.056,True,False,,,,,Average
End Zone - Clip 076.mp4,29735,,,DEFENSE,LB,WILL (weak),0.131,True,False,0.167,Elite,,,Elite
End Zone - Clip 076.mp4,29814,,,DEFENSE,UNKNOWN,,0.175,False,False,0.100,Elite,,,Elite
End Zone - Clip 076.mp4,29823,,,DEFENSE,LB,MIKE (middle),0.058,True,False,0.200,Elite,,,Elite
End Zone - Clip 076.mp4,29853,,,DEFENSE,SLOT,Nickel/Slot,0.086,False,False,0.067,Elite,,0.111,Elite
End Zone - Clip 076.mp4,29894,,,DEFENSE,LB,WILL (weak),0.102,True,False,0.133,Elite,,,Elite
End Zone - Clip 076.mp4,29906,,,DEFENSE,LB,WILL (weak),0.083,True,False,0.033,Elite,,,Elite
End Zone - Clip 076.mp4,29913,,,DEFENSE,LB,SAM (strong),0.099,True,False,0.067,Elite,,,Elite
End Zone - Clip 077.mp4,30003,,,DEFENSE,SLOT,Nickel/Slot,0.103,False,False,0.334,Above Average,,0.047,Above Average
End Zone - Clip 077.mp4,30005,,,DEFENSE,S,Deep half,0.236,False,False,1.134,Developmental,,0.008,Below Average
End Zone - Clip 077.mp4,30007,,,DEFENSE,SLOT,Nickel/Slot,0.095,False,False,0.100,Elite,,0.123,Elite
End Zone - Clip 077.mp4,30013,,,DEFENSE,CB,Press,0.064,False,False,0.067,Elite,,0.101,Elite
End Zone - Clip 077.mp4,30015,,,DEFENSE,LB,SAM (strong),0.097,True,False,1.301,Developmental,,,Below Average
End Zone - Clip 077.mp4,30014,,,DEFENSE,LB,MIKE (middle),0.096,True,False,0.100,Elite,,,Elite
End Zone - Clip 077.mp4,30016,,,DEFENSE,LB,SAM (strong),0.112,True,False,0.167,Elite,,,Elite
End Zone - Clip 077.mp4,30018,,,DEFENSE,LB,MIKE (middle),0.099,True,False,0.334,Above Average,,,Above Average
End Zone - Clip 077.mp4,30029,,,DEFENSE,LB,WILL (weak),0.088,True,False,0.334,Above Average,,,Above Average
End Zone - Clip 077.mp4,30034,,,DEFENSE,LB,WILL (weak),0.109,True,False,0.133,Elite,,,Elite
End Zone - Clip 077.mp4,30035,,,DEFENSE,LB,SAM (strong),0.067,True,False,0.467,Average,,,Average
End Zone - Clip 077.mp4,30044,,,DEFENSE,LB,WILL (weak),0.087,True,False,0.234,Elite,,,Elite
End Zone - Clip 077.mp4,30053,,,DEFENSE,LB,SAM (strong),0.102,True,False,,,,,Average
End Zone - Clip 077.mp4,30051,,,DEFENSE,LB,MIKE (middle),0.124,True,False,0.100,Elite,,,Elite
End Zone - Clip 077.mp4,30055,,,DEFENSE,LB,WILL (weak),0.064,True,False,0.067,Elite,,,Elite
End Zone - Clip 077.mp4,30079,,,DEFENSE,CB,Press,0.066,False,False,0.133,Elite,,0.022,Elite
End Zone - Clip 077.mp4,30078,,,DEFENSE,LB,SAM (strong),0.104,True,False,,,,,Average
End Zone - Clip 078.mp4,30269,,,DEFENSE,LB,WILL (weak),0.108,True,False,0.067,Elite,,,Elite
End Zone - Clip 079.mp4,30720,,,DEFENSE,DL,5-tech,0.006,True,True,0.100,Elite,0.004,,Elite
End Zone - Clip 079.mp4,30784,,,DEFENSE,EDGE,DE (down),0.014,True,True,0.133,Elite,,,Elite
End Zone - Clip 079.mp4,30787,,,DEFENSE,DL,3-tech,0.009,True,True,0.100,Elite,0.031,,Elite
End Zone - Clip 079.mp4,30885,,,DEFENSE,EDGE,DE (down),0.014,False,True,0.234,Above Average,,,Above Average
End Zone - Clip 079.mp4,30892,,,DEFENSE,DL,3-tech,0.023,True,True,0.400,Below Average,,,Below Average
End Zone - Clip 080.mp4,31029,,,DEFENSE,DL,0-tech (Nose),0.025,True,True,0.133,Elite,,,Elite
End Zone - Clip 080.mp4,31025,,,DEFENSE,EDGE,DE (down),0.014,True,True,0.100,Elite,0.007,,Elite
End Zone - Clip 080.mp4,30922,,,DEFENSE,EDGE,DE (down),0.014,False,True,0.067,Elite,,,Elite
End Zone - Clip 080.mp4,30959,,,DEFENSE,LB,WILL (weak),0.033,True,False,0.100,Elite,,,Elite
End Zone - Clip 080.mp4,31045,,,DEFENSE,DL,5-tech,0.023,True,True,0.067,Elite,,,Elite
End Zone - Clip 080.mp4,31046,,,DEFENSE,DL,3-tech,0.021,True,True,0.100,Elite,,,Elite
End Zone - Clip 080.mp4,31048,,,DEFENSE,EDGE,DE (down),0.015,False,True,0.067,Elite,,,Elite
End Zone - Clip 080.mp4,31050,,,DEFENSE,EDGE,DE (down),0.004,False,True,0.067,Elite,,,Elite
End Zone - Clip 080.mp4,31091,,,DEFENSE,EDGE,DE (down),0.011,True,True,0.033,Elite,,,Elite
End Zone - Clip 081.mp4,31439,,,DEFENSE,DL,3-tech,0.079,True,False,0.133,Elite,0.090,,Elite
End Zone - Clip 081.mp4,31421,,,DEFENSE,DL,0-tech (Nose),0.088,True,False,0.234,Above Average,0.096,,Above Average
End Zone - Clip 081.mp4,31455,,,DEFENSE,EDGE,DE (down),0.092,False,False,0.067,Elite,0.098,,Elite
End Zone - Clip 081.mp4,31459,2,,DEFENSE,EDGE,DE (down),0.065,False,False,0.234,Above Average,0.101,,Above Average
End Zone - Clip 081.mp4,31457,,,DEFENSE,DL,5-tech,0.065,True,False,0.133,Elite,0.065,,Elite
End Zone - Clip 081.mp4,31463,,,DEFENSE,EDGE,DE (down),0.076,False,False,0.167,Elite,0.091,,Elite
End Zone - Clip 081.mp4,31466,,,DEFENSE,DL,5-tech,0.088,True,False,0.500,Below Average,,,Below Average
End Zone - Clip 081.mp4,31471,,,DEFENSE,EDGE,DE (down),0.080,True,False,0.167,Elite,,,Elite
End Zone - Clip 081.mp4,31509,,,DEFENSE,EDGE,DE (down),0.095,True,False,0.033,Elite,0.083,,Elite
End Zone - Clip 081.mp4,31514,,,DEFENSE,DL,3-tech,0.074,True,False,0.033,Elite,,,Elite
End Zone - Clip 082.mp4,31691,,,DEFENSE,EDGE,DE (down),0.136,True,False,0.400,Below Average,,,Below Average
End Zone - Clip 082.mp4,31699,,,DEFENSE,DL,5-tech,0.121,True,False,0.100,Elite,0.180,,Elite
End Zone - Clip 082.mp4,31774,,,DEFENSE,EDGE,DE (down),0.130,False,False,0.100,Elite,0.108,,Elite
End Zone - Clip 082.mp4,31923,,,DEFENSE,EDGE,DE (down),0.071,False,False,,,,,Average
End Zone - Clip 083.mp4,32172,,,DEFENSE,LB,WILL (weak),0.072,True,False,,,,,Average
End Zone - Clip 083.mp4,32207,,,DEFENSE,EDGE,OLB (up),0.043,False,False,1.034,Developmental,,,Below Average
End Zone - Clip 083.mp4,32225,,,DEFENSE,LB,SAM (strong),0.065,True,False,0.467,Average,,,Average
End Zone - Clip 083.mp4,32234,,,DEFENSE,SLOT,Nickel/Slot,0.053,False,False,0.200,Elite,,0.010,Elite
End Zone - Clip 084.mp4,32386,,,DEFENSE,DL,5-tech,0.024,True,True,,,,,Average
End Zone - Clip 084.mp4,32396,,,DEFENSE,CB,Press,0.053,False,False,0.033,Elite,,0.011,Elite
End Zone - Clip 084.mp4,32429,,,DEFENSE,EDGE,DE (down),0.001,False,True,,,,,Average
End Zone - Clip 086.mp4,32786,,,DEFENSE,EDGE,DE (down),0.015,True,True,0.234,Above Average,,,Above Average
End Zone - Clip 086.mp4,32856,,,DEFENSE,LB,MIKE (middle),0.069,True,False,0.601,Below Average,,,Below Average
End Zone - Clip 086.mp4,32862,,,DEFENSE,S,Deep half,0.242,False,False,,,,0.002,Average
End Zone - Clip 086.mp4,32863,,,DEFENSE,EDGE,OLB (up),0.045,False,False,0.667,Developmental,,,Below Average
End Zone - Clip 086.mp4,32864,,,DEFENSE,CB,Off (5-7 yards),0.127,False,False,0.367,Average,,0.044,Average
End Zone - Clip 086.mp4,32866,,,DEFENSE,LB,SAM (strong),0.054,True,False,0.334,Above Average,,,Above Average
End Zone - Clip 086.mp4,32867,,,DEFENSE,EDGE,DE (down),0.017,False,True,0.234,Above Average,,,Above Average
End Zone - Clip 086.mp4,32868,,,DEFENSE,LB,WILL (weak),0.051,True,False,0.300,Above Average,,,Above Average
