clip_file,track_id,jersey_number,player_name,roster_position,team,team_name,jersey_color,inferred_position,recognition_latency_sec,recognition_latency_grade,first_step_sec,first_step_grade,post_snap_distance,initial_velocity,sdi_score,sdi_grade
ricky_powers_michigan.mp4,757,,,,michigan,MICHIGAN,,,,,,,0.042,,5008.0,Average
ricky_powers_michigan.mp4,762,,,,michigan,MICHIGAN,,,,,,,0.465,,5092.0,Average
ricky_powers_michigan.mp4,766,,,,michigan,MICHIGAN,,,,,,,0.130,,5025.0,Average
ricky_powers_michigan.mp4,773,,,,michigan,MICHIGAN,,,,,,,0.824,,5164.0,Average
ricky_powers_michigan.mp4,774,,,,michigan,MICHIGAN,,,,,,,0.220,,5043.0,Average
ricky_powers_michigan.mp4,775,,,,michigan,MICHIGAN,,,,,,,0.155,,5031.0,Average
ricky_powers_michigan.mp4,777,,,,michigan,MICHIGAN,,,,,,,0.302,,5060.0,Average
ricky_powers_michigan.mp4,778,,,,michigan,MICHIGAN,,,,,,,0.238,,5047.0,Average
ricky_powers_michigan.mp4,779,,,,michigan,MICHIGAN,,,,,,,0.016,,5003.0,Average
ricky_powers_michigan.mp4,782,,,,michigan,MICHIGAN,,,,,,,0.188,,5037.0,Average
ricky_powers_michigan.mp4,781,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,783,,,,michigan,MICHIGAN,,,,,,,0.275,,5054.0,Average
ricky_powers_michigan.mp4,788,,,,michigan,MICHIGAN,,,,,,,0.194,,5038.0,Average
ricky_powers_michigan.mp4,791,,,,michigan,MICHIGAN,,,,,,,0.058,,5011.0,Average
ricky_powers_michigan.mp4,794,,,,michigan,MICHIGAN,,,,,,,0.042,,5008.0,Average
ricky_powers_michigan.mp4,795,,,,michigan,MICHIGAN,,,,,,,0.372,,5074.0,Average
ricky_powers_michigan.mp4,796,,,,michigan,MICHIGAN,,,,,,,0.079,,5015.0,Average
ricky_powers_michigan.mp4,798,,,,michigan,MICHIGAN,,,,,,,0.175,,5034.0,Average
ricky_powers_michigan.mp4,799,,,,michigan,MICHIGAN,,,,,,,0.130,,5025.0,Average
ricky_powers_michigan.mp4,800,,,,michigan,MICHIGAN,,,,,,,0.188,,5037.0,Average
ricky_powers_michigan.mp4,802,,,,michigan,MICHIGAN,,,,,,,0.000,,5000.0,Average
ricky_powers_michigan.mp4,801,,,,michigan,MICHIGAN,,,,,,,0.078,,5015.0,Average
ricky_powers_michigan.mp4,803,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,806,,,,michigan,MICHIGAN,,,,,,,0.187,,5037.0,Average
ricky_powers_michigan.mp4,808,,,,michigan,MICHIGAN,,,,,,,0.006,,5001.0,Average
ricky_powers_michigan.mp4,811,,,,michigan,MICHIGAN,,,,,,,0.157,,5031.0,Average
ricky_powers_michigan.mp4,814,,,,michigan,MICHIGAN,,,,,,,0.002,,5000.0,Average
ricky_powers_michigan.mp4,822,,,,michigan,MICHIGAN,,,,,,,0.135,,5026.0,Average
ricky_powers_michigan.mp4,823,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,832,,,,michigan,MICHIGAN,,,,,,,0.061,,5012.0,Average
ricky_powers_michigan.mp4,833,,,,michigan,MICHIGAN,,,,,,,0.015,,5003.0,Average
ricky_powers_michigan.mp4,839,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,842,,,,michigan,MICHIGAN,,,,,,,0.459,,5091.0,Average
ricky_powers_michigan.mp4,844,,,,michigan,MICHIGAN,,,,,,,0.319,,5063.0,Average
ricky_powers_michigan.mp4,845,,,,michigan,MICHIGAN,,,,,,,0.127,,5025.0,Average
ricky_powers_michigan.mp4,848,,,,michigan,MICHIGAN,,,,,,,0.005,,5001.0,Average
ricky_powers_michigan.mp4,847,,,,michigan,MICHIGAN,,,,,,,0.208,,5041.0,Average
ricky_powers_michigan.mp4,858,,,,michigan,MICHIGAN,,,,,,,0.023,,5004.0,Average
ricky_powers_michigan.mp4,865,,,,michigan,MICHIGAN,,,,,,,0.461,,5092.0,Average
ricky_powers_michigan.mp4,868,,,,michigan,MICHIGAN,,,,,,,0.443,,5088.0,Average
ricky_powers_michigan.mp4,871,,,,michigan,MICHIGAN,,,,,,,0.038,,5007.0,Average
ricky_powers_michigan.mp4,874,,,,michigan,MICHIGAN,,,,,,,0.097,,5019.0,Average
ricky_powers_michigan.mp4,877,,,,michigan,MICHIGAN,,,,,,,0.306,,5061.0,Average
ricky_powers_michigan.mp4,880,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,887,,,,michigan,MICHIGAN,,,,,,,0.788,,5157.0,Average
ricky_powers_michigan.mp4,888,,,,michigan,MICHIGAN,,,,,,,0.085,,5016.0,Average
ricky_powers_michigan.mp4,892,,,,michigan,MICHIGAN,,,,,,,0.057,,5011.0,Average
ricky_powers_michigan.mp4,895,,,,michigan,MICHIGAN,,,,,,,0.124,,5024.0,Average
ricky_powers_michigan.mp4,897,,,,michigan,MICHIGAN,,,,,,,0.132,,5026.0,Average
ricky_powers_michigan.mp4,898,,,,michigan,MICHIGAN,,,,,,,0.005,,5001.0,Average
ricky_powers_michigan.mp4,901,,,,michigan,MICHIGAN,,,,,,,0.348,,5069.0,Average
ricky_powers_michigan.mp4,905,,,,michigan,MICHIGAN,,,,,,,0.086,,5017.0,Average
ricky_powers_michigan.mp4,908,,,,michigan,MICHIGAN,,,,,,,0.393,,5078.0,Average
ricky_powers_michigan.mp4,907,,,,michigan,MICHIGAN,,,,,,,0.004,,5000.0,Average
ricky_powers_michigan.mp4,910,,,,michigan,MICHIGAN,,,,,,,0.055,,5011.0,Average
ricky_powers_michigan.mp4,912,,,,michigan,MICHIGAN,,,,,,,0.020,,5003.0,Average
ricky_powers_michigan.mp4,915,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,919,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,926,,,,michigan,MICHIGAN,,,,,,,0.034,,5006.0,Average
ricky_powers_michigan.mp4,928,,,,michigan,MICHIGAN,,,,,,,0.413,,5082.0,Average
ricky_powers_michigan.mp4,931,,,,michigan,MICHIGAN,,,,,,,0.492,,5098.0,Average
ricky_powers_michigan.mp4,933,,,,michigan,MICHIGAN,,,,,,,0.259,,5051.0,Average
ricky_powers_michigan.mp4,938,,,,michigan,MICHIGAN,,,,,,,0.135,,5026.0,Average
ricky_powers_michigan.mp4,942,,,,michigan,MICHIGAN,,,,,,,0.130,,5025.0,Average
ricky_powers_michigan.mp4,943,,,,michigan,MICHIGAN,,,,,,,0.345,,5068.0,Average
ricky_powers_michigan.mp4,944,,,,michigan,MICHIGAN,,,,,,,0.131,,5026.0,Average
ricky_powers_michigan.mp4,948,,,,michigan,MICHIGAN,,,,,,,0.434,,5086.0,Average
ricky_powers_michigan.mp4,951,,,,michigan,MICHIGAN,,,,,,,0.836,,5167.0,Average
ricky_powers_michigan.mp4,956,,,,michigan,MICHIGAN,,,,,,,0.420,,5083.0,Average
ricky_powers_michigan.mp4,962,,,,michigan,MICHIGAN,,,,,,,0.782,,5156.0,Average
ricky_powers_michigan.mp4,966,,,,michigan,MICHIGAN,,,,,,,0.182,,5036.0,Average
ricky_powers_michigan.mp4,968,,,,michigan,MICHIGAN,,,,,,,0.706,,5141.0,Average
ricky_powers_michigan.mp4,969,,,,michigan,MICHIGAN,,,,,,,0.036,,5007.0,Average
ricky_powers_michigan.mp4,976,,,,michigan,MICHIGAN,,,,,,,0.350,,5070.0,Average
ricky_powers_michigan.mp4,977,,,,michigan,MICHIGAN,,,,,,,0.391,,5078.0,Average
ricky_powers_michigan.mp4,984,,,,michigan,MICHIGAN,,,,,,,0.407,,5081.0,Average
ricky_powers_michigan.mp4,986,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,989,,,,michigan,MICHIGAN,,,,,,,0.486,,5097.0,Average
ricky_powers_michigan.mp4,991,,,,michigan,MICHIGAN,,,,,,,0.392,,5078.0,Average
ricky_powers_michigan.mp4,992,,,,michigan,MICHIGAN,,,,,,,0.119,,5023.0,Average
ricky_powers_michigan.mp4,994,,,,michigan,MICHIGAN,,,,,,,0.086,,5017.0,Average
ricky_powers_michigan.mp4,996,,,,michigan,MICHIGAN,,,,,,,0.129,,5025.0,Average
ricky_powers_michigan.mp4,995,,,,michigan,MICHIGAN,,,,,,,0.089,,5017.0,Average
ricky_powers_michigan.mp4,997,,,,michigan,MICHIGAN,,,,,,,0.002,,5000.0,Average
ricky_powers_michigan.mp4,999,,,,michigan,MICHIGAN,,,,,,,0.396,,5079.0,Average
ricky_powers_michigan.mp4,1001,,,,michigan,MICHIGAN,,,,,,,0.211,,5042.0,Average
ricky_powers_michigan.mp4,1002,,,,michigan,MICHIGAN,,,,,,,0.321,,5064.0,Average
ricky_powers_michigan.mp4,1006,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1011,,,,michigan,MICHIGAN,,,,,,,0.051,,5010.0,Average
ricky_powers_michigan.mp4,1012,,,,michigan,MICHIGAN,,,,,,,0.017,,5003.0,Average
ricky_powers_michigan.mp4,1016,,,,michigan,MICHIGAN,,,,,,,0.022,,5004.0,Average
ricky_powers_michigan.mp4,1025,,,,michigan,MICHIGAN,,,,,,,0.032,,5006.0,Average
ricky_powers_michigan.mp4,1027,,,,michigan,MICHIGAN,,,,,,,0.019,,5003.0,Average
ricky_powers_michigan.mp4,1038,,,,michigan,MICHIGAN,,,,,,,0.628,,5125.0,Average
ricky_powers_michigan.mp4,1042,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1044,,,,michigan,MICHIGAN,,,,,,,0.047,,5009.0,Average
ricky_powers_michigan.mp4,1047,,,,michigan,MICHIGAN,,,,,,,0.019,,5003.0,Average
ricky_powers_michigan.mp4,1050,,,,michigan,MICHIGAN,,,,,,,0.325,,5065.0,Average
ricky_powers_michigan.mp4,1051,,,,michigan,MICHIGAN,,,,,,,0.049,,5009.0,Average
ricky_powers_michigan.mp4,1053,,,,michigan,MICHIGAN,,,,,,,0.032,,5006.0,Average
ricky_powers_michigan.mp4,1063,,,,michigan,MICHIGAN,,,,,,,1.875,,5374.0,Average
ricky_powers_michigan.mp4,1064,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1066,,,,michigan,MICHIGAN,,,,,,,0.046,,5009.0,Average
ricky_powers_michigan.mp4,1071,,,,michigan,MICHIGAN,,,,,,,0.122,,5024.0,Average
ricky_powers_michigan.mp4,1072,,,,michigan,MICHIGAN,,,,,,,0.018,,5003.0,Average
ricky_powers_michigan.mp4,1074,,,,michigan,MICHIGAN,,,,,,,0.204,,5040.0,Average
ricky_powers_michigan.mp4,1075,,,,michigan,MICHIGAN,,,,,,,0.095,,5019.0,Average
ricky_powers_michigan.mp4,1078,,,,michigan,MICHIGAN,,,,,,,0.171,,5034.0,Average
ricky_powers_michigan.mp4,1079,,,,michigan,MICHIGAN,,,,,,,0.093,,5018.0,Average
ricky_powers_michigan.mp4,1084,,,,michigan,MICHIGAN,,,,,,,0.436,,5087.0,Average
ricky_powers_michigan.mp4,1086,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1092,,,,michigan,MICHIGAN,,,,,,,0.223,,5044.0,Average
ricky_powers_michigan.mp4,1096,,,,michigan,MICHIGAN,,,,,,,0.081,,5016.0,Average
ricky_powers_michigan.mp4,1097,,,,michigan,MICHIGAN,,,,,,,5.043,,6008.0,Average
ricky_powers_michigan.mp4,1099,,,,michigan,MICHIGAN,,,,,,,0.076,,5015.0,Average
ricky_powers_michigan.mp4,1102,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1106,,,,michigan,MICHIGAN,,,,,,,1.646,,5329.0,Average
ricky_powers_michigan.mp4,1107,,,,michigan,MICHIGAN,,,,,,,0.800,,5160.0,Average
ricky_powers_michigan.mp4,1108,,,,michigan,MICHIGAN,,,,,,,0.011,,5002.0,Average
ricky_powers_michigan.mp4,1111,,,,michigan,MICHIGAN,,,,,,,0.665,,5133.0,Average
ricky_powers_michigan.mp4,1112,,,,michigan,MICHIGAN,,,,,,,0.541,,5108.0,Average
ricky_powers_michigan.mp4,1116,,,,michigan,MICHIGAN,,,,,,,0.460,,5091.0,Average
ricky_powers_michigan.mp4,1117,,,,michigan,MICHIGAN,,,,,,,1.506,,5301.0,Average
ricky_powers_michigan.mp4,1118,,,,michigan,MICHIGAN,,,,,,,0.068,,5013.0,Average
ricky_powers_michigan.mp4,1119,,,,michigan,MICHIGAN,,,,,,,0.213,,5042.0,Average
ricky_powers_michigan.mp4,1121,,,,michigan,MICHIGAN,,,,,,,0.352,,5070.0,Average
ricky_powers_michigan.mp4,1124,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1123,,,,michigan,MICHIGAN,,,,,,,0.277,,5055.0,Average
ricky_powers_michigan.mp4,1126,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1128,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1132,,,,michigan,MICHIGAN,,,,,,,0.826,,5165.0,Average
ricky_powers_michigan.mp4,1134,,,,michigan,MICHIGAN,,,,,,,0.385,,5077.0,Average
ricky_powers_michigan.mp4,1135,,,,michigan,MICHIGAN,,,,,,,0.137,,5027.0,Average
ricky_powers_michigan.mp4,1140,,,,michigan,MICHIGAN,,,,,,,0.005,,5001.0,Average
ricky_powers_michigan.mp4,1146,,,,michigan,MICHIGAN,,,,,,,1.171,,5234.0,Average
ricky_powers_michigan.mp4,1155,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1156,,,,michigan,MICHIGAN,,,,,,,0.098,,5019.0,Average
ricky_powers_michigan.mp4,1165,,,,michigan,MICHIGAN,,,,,,,0.135,,5026.0,Average
ricky_powers_michigan.mp4,1169,,,,michigan,MICHIGAN,,,,,,,0.519,,5103.0,Average
ricky_powers_michigan.mp4,1171,,,,michigan,MICHIGAN,,,,,,,0.132,,5026.0,Average
ricky_powers_michigan.mp4,1175,,,,michigan,MICHIGAN,,,,,,,0.358,,5071.0,Average
ricky_powers_michigan.mp4,1177,,,,michigan,MICHIGAN,,,,,,,1.139,,5227.0,Average
ricky_powers_michigan.mp4,1178,,,,michigan,MICHIGAN,,,,,,,0.296,,5059.0,Average
ricky_powers_michigan.mp4,1180,,,,michigan,MICHIGAN,,,,,,,0.273,,5054.0,Average
ricky_powers_michigan.mp4,1181,,,,michigan,MICHIGAN,,,,,,,0.410,,5082.0,Average
ricky_powers_michigan.mp4,1182,,,,michigan,MICHIGAN,,,,,,,0.002,,5000.0,Average
ricky_powers_michigan.mp4,1183,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1184,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1185,,,,michigan,MICHIGAN,,,,,,,0.010,,5002.0,Average
ricky_powers_michigan.mp4,1187,,,,michigan,MICHIGAN,,,,,,,0.094,,5018.0,Average
ricky_powers_michigan.mp4,1199,,,,michigan,MICHIGAN,,,,,,,0.034,,5006.0,Average
ricky_powers_michigan.mp4,1204,,,,michigan,MICHIGAN,,,,,,,0.018,,5003.0,Average
ricky_powers_michigan.mp4,1209,,,,michigan,MICHIGAN,,,,,,,0.041,,5008.0,Average
ricky_powers_michigan.mp4,1212,,,,michigan,MICHIGAN,,,,,,,0.848,,5169.0,Average
ricky_powers_michigan.mp4,1221,,,,michigan,MICHIGAN,,,,,,,0.058,,5011.0,Average
ricky_powers_michigan.mp4,1224,,,,michigan,MICHIGAN,,,,,,,0.069,,5013.0,Average
ricky_powers_michigan.mp4,1228,,,,michigan,MICHIGAN,,,,,,,0.240,,5048.0,Average
ricky_powers_michigan.mp4,1230,,,,michigan,MICHIGAN,,,,,,,0.348,,5069.0,Average
ricky_powers_michigan.mp4,1233,,,,michigan,MICHIGAN,,,,,,,0.253,,5050.0,Average
ricky_powers_michigan.mp4,1237,,,,michigan,MICHIGAN,,,,,,,0.101,,5020.0,Average
ricky_powers_michigan.mp4,1241,,,,michigan,MICHIGAN,,,,,,,0.700,,5139.0,Average
ricky_powers_michigan.mp4,1247,,,,michigan,MICHIGAN,,,,,,,0.920,,5184.0,Average
ricky_powers_michigan.mp4,1248,,,,michigan,MICHIGAN,,,,,,,0.250,,5050.0,Average
ricky_powers_michigan.mp4,1253,,,,michigan,MICHIGAN,,,,,,,0.103,,5020.0,Average
ricky_powers_michigan.mp4,1258,,,,michigan,MICHIGAN,,,,,,,0.401,,5080.0,Average
ricky_powers_michigan.mp4,1259,,,,michigan,MICHIGAN,,,,,,,0.809,,5161.0,Average
ricky_powers_michigan.mp4,1270,,,,michigan,MICHIGAN,,,,,,,0.081,,5016.0,Average
ricky_powers_michigan.mp4,1274,,,,michigan,MICHIGAN,,,,,,,0.180,,5036.0,Average
ricky_powers_michigan.mp4,1275,,,,michigan,MICHIGAN,,,,,,,0.052,,5010.0,Average
ricky_powers_michigan.mp4,1282,,,,michigan,MICHIGAN,,,,,,,0.044,,5008.0,Average
ricky_powers_michigan.mp4,1283,,,,michigan,MICHIGAN,,,,,,,0.073,,5014.0,Average
ricky_powers_michigan.mp4,1285,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1287,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1288,,,,michigan,MICHIGAN,,,,,,,0.088,,5017.0,Average
ricky_powers_michigan.mp4,1289,,,,michigan,MICHIGAN,,,,,,,0.033,,5006.0,Average
ricky_powers_michigan.mp4,1290,,,,michigan,MICHIGAN,,,,,,,0.031,,5006.0,Average
ricky_powers_michigan.mp4,1291,,,,michigan,MICHIGAN,,,,,,,0.092,,5018.0,Average
ricky_powers_michigan.mp4,1292,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1293,,,,michigan,MICHIGAN,,,,,,,0.046,,5009.0,Average
ricky_powers_michigan.mp4,1294,,,,michigan,MICHIGAN,,,,,,,0.025,,5005.0,Average
ricky_powers_michigan.mp4,1295,,,,michigan,MICHIGAN,,,,,,,0.052,,5010.0,Average
ricky_powers_michigan.mp4,1297,,,,michigan,MICHIGAN,,,,,,,0.066,,5013.0,Average
ricky_powers_michigan.mp4,1298,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1300,,,,michigan,MICHIGAN,,,,,,,0.049,,5009.0,Average
ricky_powers_michigan.mp4,1302,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1303,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1305,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1306,,,,michigan,MICHIGAN,,,,,,,0.024,,5004.0,Average
ricky_powers_michigan.mp4,1308,,,,michigan,MICHIGAN,,,,,,,0.090,,5017.0,Average
ricky_powers_michigan.mp4,1309,,,,michigan,MICHIGAN,,,,,,,0.118,,5023.0,Average
ricky_powers_michigan.mp4,1311,,,,michigan,MICHIGAN,,,,,,,0.154,,5030.0,Average
ricky_powers_michigan.mp4,1313,,,,michigan,MICHIGAN,,,,,,,0.005,,5001.0,Average
ricky_powers_michigan.mp4,1314,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1315,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1318,,,,michigan,MICHIGAN,,,,,,,0.241,,5048.0,Average
ricky_powers_michigan.mp4,1320,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1321,,,,michigan,MICHIGAN,,,,,,,0.427,,5085.0,Average
ricky_powers_michigan.mp4,1322,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1324,,,,michigan,MICHIGAN,,,,,,,0.040,,5007.0,Average
ricky_powers_michigan.mp4,1325,,,,michigan,MICHIGAN,,,,,,,0.013,,5002.0,Average
ricky_powers_michigan.mp4,1326,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1327,,,,michigan,MICHIGAN,,,,,,,0.068,,5013.0,Average
ricky_powers_michigan.mp4,1328,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1330,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1331,,,,michigan,MICHIGAN,,,,,,,0.301,,5060.0,Average
ricky_powers_michigan.mp4,1332,,,,michigan,MICHIGAN,,,,,,,0.224,,5044.0,Average
ricky_powers_michigan.mp4,1333,,,,michigan,MICHIGAN,,,,,,,0.057,,5011.0,Average
ricky_powers_michigan.mp4,1335,,,,michigan,MICHIGAN,,,,,,,0.139,,5027.0,Average
ricky_powers_michigan.mp4,1334,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1337,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1338,,,,michigan,MICHIGAN,,,,,,,0.194,,5038.0,Average
ricky_powers_michigan.mp4,1340,,,,michigan,MICHIGAN,,,,,,,0.169,,5033.0,Average
ricky_powers_michigan.mp4,1341,,,,michigan,MICHIGAN,,,,,,,1.247,,5249.0,Average
ricky_powers_michigan.mp4,1342,,,,michigan,MICHIGAN,,,,,,,0.047,,5009.0,Average
ricky_powers_michigan.mp4,1343,,,,michigan,MICHIGAN,,,,,,,0.088,,5017.0,Average
ricky_powers_michigan.mp4,1344,,,,michigan,MICHIGAN,,,,,,,1.082,,5216.0,Average
ricky_powers_michigan.mp4,1345,,,,michigan,MICHIGAN,,,,,,,0.142,,5028.0,Average
ricky_powers_michigan.mp4,1346,,,,michigan,MICHIGAN,,,,,,,0.052,,5010.0,Average
ricky_powers_michigan.mp4,1347,,,,michigan,MICHIGAN,,,,,,,0.346,,5069.0,Average
ricky_powers_michigan.mp4,1348,,,,michigan,MICHIGAN,,,,,,,0.059,,5011.0,Average
ricky_powers_michigan.mp4,1350,,,,michigan,MICHIGAN,,,,,,,0.009,,5001.0,Average
ricky_powers_michigan.mp4,1351,,,,michigan,MICHIGAN,,,,,,,0.119,,5023.0,Average
ricky_powers_michigan.mp4,1352,,,,michigan,MICHIGAN,,,,,,,0.245,,5049.0,Average
ricky_powers_michigan.mp4,1353,,,,michigan,MICHIGAN,,,,,,,0.132,,5026.0,Average
ricky_powers_michigan.mp4,1354,,,,michigan,MICHIGAN,,,,,,,0.008,,5001.0,Average
ricky_powers_michigan.mp4,1355,,,,michigan,MICHIGAN,,,,,,,0.043,,5008.0,Average
ricky_powers_michigan.mp4,1356,,,,michigan,MICHIGAN,,,,,,,0.069,,5013.0,Average
ricky_powers_michigan.mp4,1357,,,,michigan,MICHIGAN,,,,,,,0.268,,5053.0,Average
ricky_powers_michigan.mp4,1358,,,,michigan,MICHIGAN,,,,,,,0.136,,5027.0,Average
ricky_powers_michigan.mp4,1359,,,,michigan,MICHIGAN,,,,,,,0.000,,5000.0,Average
ricky_powers_michigan.mp4,1360,,,,michigan,MICHIGAN,,,,,,,0.012,,5002.0,Average
ricky_powers_michigan.mp4,1362,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1363,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1364,,,,michigan,MICHIGAN,,,,,,,0.038,,5007.0,Average
ricky_powers_michigan.mp4,1366,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1365,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1370,,,,michigan,MICHIGAN,,,,,,,0.003,,5000.0,Average
ricky_powers_michigan.mp4,1372,,,,michigan,MICHIGAN,,,,,,,0.004,,5000.0,Average
ricky_powers_michigan.mp4,1375,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1382,,,,michigan,MICHIGAN,,,,,,,0.122,,5024.0,Average
ricky_powers_michigan.mp4,1383,,,,michigan,MICHIGAN,,,,,,,1.416,,5283.0,Average
ricky_powers_michigan.mp4,1391,,,,michigan,MICHIGAN,,,,,,,0.011,,5002.0,Average
ricky_powers_michigan.mp4,1392,,,,michigan,MICHIGAN,,,,,,,0.041,,5008.0,Average
ricky_powers_michigan.mp4,1396,,,,michigan,MICHIGAN,,,,,,,0.004,,5000.0,Average
ricky_powers_michigan.mp4,1398,,,,michigan,MICHIGAN,,,,,,,0.090,,5018.0,Average
ricky_powers_michigan.mp4,1403,,,,michigan,MICHIGAN,,,,,,,0.741,,5148.0,Average
ricky_powers_michigan.mp4,1407,,,,michigan,MICHIGAN,,,,,,,0.058,,5011.0,Average
ricky_powers_michigan.mp4,1411,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1414,,,,michigan,MICHIGAN,,,,,,,0.231,,5046.0,Average
ricky_powers_michigan.mp4,1415,,,,michigan,MICHIGAN,,,,,,,0.155,,5030.0,Average
ricky_powers_michigan.mp4,1418,,,,michigan,MICHIGAN,,,,,,,1.365,,5272.0,Average
ricky_powers_michigan.mp4,1419,,,,michigan,MICHIGAN,,,,,,,,,5000.0,Average
ricky_powers_michigan.mp4,1425,,,,michigan,MICHIGAN,,,,,,,0.224,,5044.0,Average
ricky_powers_michigan.mp4,1426,,,,michigan,MICHIGAN,,,,,,,0.063,,5012.0,Average
ricky_powers_michigan.mp4,1427,,,,michigan,MICHIGAN,,,,,,,0.030,,5006.0,Average
ricky_powers_michigan.mp4,1429,,,,michigan,MICHIGAN,,,,,,,0.107,,5021.0,Average
ricky_powers_michigan.mp4,1434,,,,michigan,MICHIGAN,,,,,,,0.089,,5017.0,Average
ricky_powers_michigan.mp4,1439,,,,michigan,MICHIGAN,,,,,,,0.014,,5002.0,Average
ricky_powers_michigan.mp4,1442,,,,michigan,MICHIGAN,,,,,,,0.398,,5079.0,Average
ricky_powers_michigan.mp4,1445,,,,michigan,MICHIGAN,,,,,,,1.402,,5280.0,Average
ricky_powers_michigan.mp4,1448,,,,michigan,MICHIGAN,,,,,,,0.015,,5003.0,Average
ricky_powers_michigan.mp4,1454,,,,michigan,MICHIGAN,,,,,,,4.139,,5827.0,Average
ricky_powers_michigan.mp4,1456,,,,michigan,MICHIGAN,,,,,,,0.338,,5067.0,Average
ricky_powers_michigan.mp4,1467,,,,michigan,MICHIGAN,,,,,,,0.598,,5119.0,Average
ricky_powers_michigan.mp4,1470,,,,michigan,MICHIGAN,,,,,,,0.010,,5001.0,Average
ricky_powers_michigan.mp4,1473,,,,michigan,MICHIGAN,,,,,,,0.521,,5104.0,Average
ricky_powers_michigan.mp4,1483,,,,michigan,MICHIGAN,,,,,,,0.110,,5021.0,Average
ricky_powers_michigan.mp4,1488,,,,michigan,MICHIGAN,,,,,,,0.377,,5075.0,Average
ricky_powers_michigan.mp4,1493,,,,michigan,MICHIGAN,,,,,,,0.071,,5014.0,Average
ricky_powers_michigan.mp4,1499,,,,michigan,MICHIGAN,,,,,,,0.073,,5014.0,Average
ricky_powers_michigan.mp4,1508,,,,michigan,MICHIGAN,,,,,,,0.895,,5178.0,Average
